period_name,origin_name,destination_name,product_name,transport_mode,lane_status,mode_selection_rule,variable_transport_cost,variable_transport_cost_basis,transport_time,transport_time_basis,distance,distance_basis
,SUP_360,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_360,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_270,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_333,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_35,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_359,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_44,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_46,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_289,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_66,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_80,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_355,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_310,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_310,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_310,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_310,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_310,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
